20260531205426,10.0.0.14,56765,192.168.70.135,5001,1,0.0-1.0,1572924,12583392
20260531205427,10.0.0.14,56765,192.168.70.135,5001,1,1.0-2.0,2752512,22020096
20260531205428,10.0.0.14,56765,192.168.70.135,5001,1,2.0-3.0,3145728,25165824
20260531205429,10.0.0.14,56765,192.168.70.135,5001,1,3.0-4.0,2490368,19922944
20260531205430,10.0.0.14,56765,192.168.70.135,5001,1,4.0-5.0,3276800,26214400
20260531205431,10.0.0.14,56765,192.168.70.135,5001,1,5.0-6.0,2621440,20971520
20260531205432,10.0.0.14,56765,192.168.70.135,5001,1,6.0-7.0,2446128,19569024
20260531205433,10.0.0.14,56765,192.168.70.135,5001,1,7.0-8.0,2345760,18766080
20260531205434,10.0.0.14,56765,192.168.70.135,5001,1,8.0-9.0,2345760,18766080
20260531205435,10.0.0.14,56765,192.168.70.135,5001,1,9.0-10.0,2345760,18766080
20260531205436,10.0.0.14,56765,192.168.70.135,5001,1,10.0-11.0,2345760,18766080
20260531205437,10.0.0.14,56765,192.168.70.135,5001,1,11.0-12.0,2345760,18766080
20260531205438,10.0.0.14,56765,192.168.70.135,5001,1,12.0-13.0,2345760,18766080
20260531205439,10.0.0.14,56765,192.168.70.135,5001,1,13.0-14.0,2410920,19287360
20260531205440,10.0.0.14,56765,192.168.70.135,5001,1,14.0-15.0,2345760,18766080
20260531205441,10.0.0.14,56765,192.168.70.135,5001,1,15.0-16.0,2215440,17723520
20260531205442,10.0.0.14,56765,192.168.70.135,5001,1,16.0-17.0,2351552,18812416
20260531205443,10.0.0.14,56765,192.168.70.135,5001,1,17.0-18.0,2335904,18687232
20260531205444,10.0.0.14,56765,192.168.70.135,5001,1,18.0-19.0,2490368,19922944
20260531205445,10.0.0.14,56765,192.168.70.135,5001,1,19.0-20.0,1662080,13296640
20260531205446,10.0.0.14,56765,192.168.70.135,5001,1,20.0-21.0,2062928,16503424
20260531205447,10.0.0.14,56765,192.168.70.135,5001,1,21.0-22.0,3031304,24250432
20260531205448,10.0.0.14,56765,192.168.70.135,5001,1,22.0-23.0,1611040,12888320
20260531205449,10.0.0.14,56765,192.168.70.135,5001,1,23.0-24.0,2525952,20207616
20260531205450,10.0.0.14,56765,192.168.70.135,5001,1,24.0-25.0,2345760,18766080
