[sudo] password for mobile: 
 20260531215043,192.168.70.135,35132,10.0.0.14,5001,1,0.0-1.0,1312710,10501680,0.000,0,893,0.000,0
20260531215044,192.168.70.135,35132,10.0.0.14,5001,1,1.0-2.0,1311240,10489920,0.000,0,892,0.000,0
20260531215045,192.168.70.135,35132,10.0.0.14,5001,1,2.0-3.0,1309770,10478160,0.000,0,891,0.000,0
20260531215046,192.168.70.135,35132,10.0.0.14,5001,1,3.0-4.0,1311240,10489920,0.000,0,892,0.000,0
20260531215047,192.168.70.135,35132,10.0.0.14,5001,1,4.0-5.0,1311240,10489920,0.000,0,892,0.000,0
20260531215048,192.168.70.135,35132,10.0.0.14,5001,1,5.0-6.0,1309770,10478160,0.000,0,891,0.000,0
20260531215049,192.168.70.135,35132,10.0.0.14,5001,1,6.0-7.0,1311240,10489920,0.000,0,892,0.000,0
20260531215050,192.168.70.135,35132,10.0.0.14,5001,1,7.0-8.0,1311240,10489920,0.000,0,892,0.000,0
20260531215051,192.168.70.135,35132,10.0.0.14,5001,1,8.0-9.0,1309770,10478160,0.000,0,891,0.000,0
20260531215052,192.168.70.135,35132,10.0.0.14,5001,1,9.0-10.0,1311240,10489920,0.000,0,892,0.000,0
20260531215053,192.168.70.135,35132,10.0.0.14,5001,1,10.0-11.0,1311240,10489920,0.000,0,892,0.000,0
20260531215054,192.168.70.135,35132,10.0.0.14,5001,1,11.0-12.0,1309770,10478160,0.000,0,891,0.000,0
20260531215055,192.168.70.135,35132,10.0.0.14,5001,1,12.0-13.0,1311240,10489920,0.000,0,892,0.000,0
20260531215056,192.168.70.135,35132,10.0.0.14,5001,1,13.0-14.0,1309770,10478160,0.000,0,891,0.000,0
20260531215057,192.168.70.135,35132,10.0.0.14,5001,1,14.0-15.0,1311240,10489920,0.000,0,892,0.000,0
20260531215058,192.168.70.135,35132,10.0.0.14,5001,1,15.0-16.0,1311240,10489920,0.000,0,892,0.000,0
20260531215059,192.168.70.135,35132,10.0.0.14,5001,1,16.0-17.0,1309770,10478160,0.000,0,891,0.000,0
20260531215100,192.168.70.135,35132,10.0.0.14,5001,1,17.0-18.0,1311240,10489920,0.000,0,892,0.000,0
20260531215101,192.168.70.135,35132,10.0.0.14,5001,1,18.0-19.0,1311240,10489920,0.000,0,892,0.000,0
20260531215102,192.168.70.135,35132,10.0.0.14,5001,1,19.0-20.0,1309770,10478160,0.000,0,891,0.000,0
20260531215103,192.168.70.135,35132,10.0.0.14,5001,1,20.0-21.0,1311240,10489920,0.000,0,892,0.000,0
20260531215104,192.168.70.135,35132,10.0.0.14,5001,1,21.0-22.0,1311240,10489920,0.000,0,892,0.000,0
20260531215105,192.168.70.135,35132,10.0.0.14,5001,1,22.0-23.0,1309770,10478160,0.000,0,891,0.000,0
20260531215106,192.168.70.135,35132,10.0.0.14,5001,1,23.0-24.0,1311240,10489920,0.000,0,892,0.000,0
20260531215107,192.168.70.135,35132,10.0.0.14,5001,1,24.0-25.0,1311240,10489920,0.000,0,892,0.000,0
20260531215108,192.168.70.135,35132,10.0.0.14,5001,1,25.0-26.0,1309770,10478160,0.000,0,891,0.000,0
20260531215109,192.168.70.135,35132,10.0.0.14,5001,1,26.0-27.0,1311240,10489920,0.000,0,892,0.000,0
20260531215110,192.168.70.135,35132,10.0.0.14,5001,1,27.0-28.0,1311240,10489920,0.000,0,892,0.000,0
20260531215111,192.168.70.135,35132,10.0.0.14,5001,1,28.0-29.0,1309770,10478160,0.000,0,891,0.000,0
20260531215112,192.168.70.135,35132,10.0.0.14,5001,1,29.0-30.0,1311240,10489920,0.000,0,892,0.000,0
20260531215113,192.168.70.135,35132,10.0.0.14,5001,1,30.0-31.0,1309770,10478160,0.000,0,891,0.000,0
20260531215114,192.168.70.135,35132,10.0.0.14,5001,1,31.0-32.0,1311240,10489920,0.000,0,892,0.000,0
20260531215115,192.168.70.135,35132,10.0.0.14,5001,1,32.0-33.0,1311240,10489920,0.000,0,892,0.000,0
20260531215116,192.168.70.135,35132,10.0.0.14,5001,1,33.0-34.0,1309770,10478160,0.000,0,891,0.000,0
20260531215117,192.168.70.135,35132,10.0.0.14,5001,1,34.0-35.0,1311240,10489920,0.000,0,892,0.000,0
20260531215118,192.168.70.135,35132,10.0.0.14,5001,1,35.0-36.0,1311240,10489920,0.000,0,892,0.000,0
20260531215119,192.168.70.135,35132,10.0.0.14,5001,1,36.0-37.0,1309770,10478160,0.000,0,891,0.000,0
20260531215120,192.168.70.135,35132,10.0.0.14,5001,1,37.0-38.0,1311240,10489920,0.000,0,892,0.000,0
20260531215121,192.168.70.135,35132,10.0.0.14,5001,1,38.0-39.0,1311240,10489920,0.000,0,892,0.000,0
20260531215122,192.168.70.135,35132,10.0.0.14,5001,1,39.0-40.0,1309770,10478160,0.000,0,891,0.000,0
20260531215123,192.168.70.135,35132,10.0.0.14,5001,1,40.0-41.0,1311240,10489920,0.000,0,892,0.000,0
20260531215124,192.168.70.135,35132,10.0.0.14,5001,1,41.0-42.0,1311240,10489920,0.000,0,892,0.000,0
20260531215125,192.168.70.135,35132,10.0.0.14,5001,1,42.0-43.0,1309770,10478160,0.000,0,891,0.000,0
20260531215126,192.168.70.135,35132,10.0.0.14,5001,1,43.0-44.0,1311240,10489920,0.000,0,892,0.000,0
20260531215127,192.168.70.135,35132,10.0.0.14,5001,1,44.0-45.0,1309770,10478160,0.000,0,891,0.000,0
20260531215128,192.168.70.135,35132,10.0.0.14,5001,1,45.0-46.0,1311240,10489920,0.000,0,892,0.000,0
20260531215129,192.168.70.135,35132,10.0.0.14,5001,1,46.0-47.0,1311240,10489920,0.000,0,892,0.000,0
