20260530180140,10.0.0.24,56055,192.168.70.135,5001,1,0.0-1.0,1310780,10486240
20260530180141,10.0.0.24,56055,192.168.70.135,5001,1,1.0-2.0,1835008,14680064
20260530180142,10.0.0.24,56055,192.168.70.135,5001,1,2.0-3.0,3145728,25165824
20260530180143,10.0.0.24,56055,192.168.70.135,5001,1,3.0-4.0,2490368,19922944
20260530180144,10.0.0.24,56055,192.168.70.135,5001,1,4.0-5.0,3407872,27262976
20260530180145,10.0.0.24,56055,192.168.70.135,5001,1,5.0-6.0,2621440,20971520
20260530180146,10.0.0.24,56055,192.168.70.135,5001,1,6.0-7.0,2731664,21853312
20260530180147,10.0.0.24,56055,192.168.70.135,5001,1,7.0-8.0,2540488,20323904
20260530180148,10.0.0.24,56055,192.168.70.135,5001,1,8.0-9.0,2606400,20851200
20260530180149,10.0.0.24,56055,192.168.70.135,5001,1,9.0-10.0,2606400,20851200
20260530180150,10.0.0.24,56055,192.168.70.135,5001,1,10.0-11.0,2606400,20851200
20260530180151,10.0.0.24,56055,192.168.70.135,5001,1,11.0-12.0,2671560,21372480
20260530180152,10.0.0.24,56055,192.168.70.135,5001,1,12.0-13.0,2606400,20851200
20260530180153,10.0.0.24,56055,192.168.70.135,5001,1,13.0-14.0,2606400,20851200
20260530180154,10.0.0.24,56055,192.168.70.135,5001,1,14.0-15.0,2671560,21372480
20260530180155,10.0.0.24,56055,192.168.70.135,5001,1,15.0-16.0,2606400,20851200
20260530180156,10.0.0.24,56055,192.168.70.135,5001,1,16.0-17.0,2683896,21471168
20260530180157,10.0.0.24,56055,192.168.70.135,5001,1,17.0-18.0,2359296,18874368
20260530180158,10.0.0.24,56055,192.168.70.135,5001,1,18.0-19.0,3670016,29360128
20260530180159,10.0.0.24,56055,192.168.70.135,5001,1,19.0-20.0,3108496,24867968
20260530180200,10.0.0.24,56055,192.168.70.135,5001,1,20.0-21.0,2750576,22004608
20260530180201,10.0.0.24,56055,192.168.70.135,5001,1,21.0-22.0,1647600,13180800
20260530180202,10.0.0.24,56055,192.168.70.135,5001,1,22.0-23.0,3110168,24881344
20260530180203,10.0.0.24,56055,192.168.70.135,5001,1,23.0-24.0,2296752,18374016
20260530180204,10.0.0.24,56055,192.168.70.135,5001,1,24.0-25.0,2490144,19921152
20260530180205,10.0.0.24,56055,192.168.70.135,5001,1,25.0-26.0,2644856,21158848
20260530180206,10.0.0.24,56055,192.168.70.135,5001,1,26.0-27.0,2564408,20515264
20260530180207,10.0.0.24,56055,192.168.70.135,5001,1,27.0-28.0,2621440,20971520
20260530180208,10.0.0.24,56055,192.168.70.135,5001,1,28.0-29.0,2359296,18874368
20260530180209,10.0.0.24,56055,192.168.70.135,5001,1,29.0-30.0,2490368,19922944
20260530180210,10.0.0.24,56055,192.168.70.135,5001,1,30.0-31.0,3538944,28311552
20260530180211,10.0.0.24,56055,192.168.70.135,5001,1,31.0-32.0,2490368,19922944
20260530180212,10.0.0.24,56055,192.168.70.135,5001,1,32.0-33.0,2359296,18874368
20260530180213,10.0.0.24,56055,192.168.70.135,5001,1,33.0-34.0,2359296,18874368
20260530180214,10.0.0.24,56055,192.168.70.135,5001,1,34.0-35.0,1833808,14670464
20260530180215,10.0.0.24,56055,192.168.70.135,5001,1,35.0-36.0,4198992,33591936
20260530180216,10.0.0.24,56055,192.168.70.135,5001,1,36.0-37.0,2605648,20845184
20260530180217,10.0.0.24,56055,192.168.70.135,5001,1,37.0-38.0,2712856,21702848
20260530180218,10.0.0.24,56055,192.168.70.135,5001,1,38.0-39.0,2679552,21436416
20260530180219,10.0.0.24,56055,192.168.70.135,5001,1,39.0-40.0,2565856,20526848
20260530180220,10.0.0.24,56055,192.168.70.135,5001,1,40.0-41.0,2638536,21108288
20260530180221,10.0.0.24,56055,192.168.70.135,5001,1,41.0-42.0,2621440,20971520
20260530180222,10.0.0.24,56055,192.168.70.135,5001,1,42.0-43.0,2752512,22020096
20260530180223,10.0.0.24,56055,192.168.70.135,5001,1,43.0-44.0,2634384,21075072
20260530180224,10.0.0.24,56055,192.168.70.135,5001,1,44.0-45.0,2531104,20248832
20260530180225,10.0.0.24,56055,192.168.70.135,5001,1,45.0-46.0,2621440,20971520
20260530180226,10.0.0.24,56055,192.168.70.135,5001,1,46.0-47.0,2490368,19922944
20260530180227,10.0.0.24,56055,192.168.70.135,5001,1,47.0-48.0,2621440,20971520
20260530180228,10.0.0.24,56055,192.168.70.135,5001,1,48.0-49.0,2621440,20971520
20260530180229,10.0.0.24,56055,192.168.70.135,5001,1,49.0-50.0,2490368,19922944
20260530180230,10.0.0.24,56055,192.168.70.135,5001,1,50.0-51.0,2621440,20971520
20260530180231,10.0.0.24,56055,192.168.70.135,5001,1,51.0-52.0,2490368,19922944
20260530180232,10.0.0.24,56055,192.168.70.135,5001,1,52.0-53.0,2490368,19922944
20260530180233,10.0.0.24,56055,192.168.70.135,5001,1,53.0-54.0,2490368,19922944
20260530180234,10.0.0.24,56055,192.168.70.135,5001,1,54.0-55.0,2359296,18874368
20260530180235,10.0.0.24,56055,192.168.70.135,5001,1,55.0-56.0,2954088,23632704
20260530180236,10.0.0.24,56055,192.168.70.135,5001,1,56.0-57.0,2831288,22650304
20260530180237,10.0.0.24,56055,192.168.70.135,5001,1,57.0-58.0,2665600,21324800
20260530180238,10.0.0.24,56055,192.168.70.135,5001,1,58.0-59.0,2521944,20175552
20260530180239,10.0.0.24,56055,192.168.70.135,5001,1,59.0-60.0,2560816,20486528
20260530180239,10.0.0.24,56055,192.168.70.135,5001,1,60.0-61.0,131072,1047975
20260530180239,10.0.0.24,56055,192.168.70.135,5001,1,0.0-61.0,157346476,20635409
