[sudo] password for mobile: 
20260531214545,192.168.70.135,60510,10.0.0.13,5001,1,0.0-1.0,1312710,10501680,0.000,0,893,0.000,0
20260531214546,192.168.70.135,60510,10.0.0.13,5001,1,1.0-2.0,1311240,10489920,0.000,0,892,0.000,0
20260531214547,192.168.70.135,60510,10.0.0.13,5001,1,2.0-3.0,1309770,10478160,0.000,0,891,0.000,0
20260531214548,192.168.70.135,60510,10.0.0.13,5001,1,3.0-4.0,1311240,10489920,0.000,0,892,0.000,0
20260531214549,192.168.70.135,60510,10.0.0.13,5001,1,4.0-5.0,1311240,10489920,0.000,0,892,0.000,0
20260531214550,192.168.70.135,60510,10.0.0.13,5001,1,5.0-6.0,1309770,10478160,0.000,0,891,0.000,0
20260531214551,192.168.70.135,60510,10.0.0.13,5001,1,6.0-7.0,1311240,10489920,0.000,0,892,0.000,0
20260531214552,192.168.70.135,60510,10.0.0.13,5001,1,7.0-8.0,1311240,10489920,0.000,0,892,0.000,0
20260531214553,192.168.70.135,60510,10.0.0.13,5001,1,8.0-9.0,1309770,10478160,0.000,0,891,0.000,0
20260531214554,192.168.70.135,60510,10.0.0.13,5001,1,9.0-10.0,1311240,10489920,0.000,0,892,0.000,0
20260531214555,192.168.70.135,60510,10.0.0.13,5001,1,10.0-11.0,1309770,10478160,0.000,0,891,0.000,0
20260531214556,192.168.70.135,60510,10.0.0.13,5001,1,11.0-12.0,1311240,10489920,0.000,0,892,0.000,0
20260531214557,192.168.70.135,60510,10.0.0.13,5001,1,12.0-13.0,1311240,10489920,0.000,0,892,0.000,0
20260531214558,192.168.70.135,60510,10.0.0.13,5001,1,13.0-14.0,1309770,10478160,0.000,0,891,0.000,0
20260531214559,192.168.70.135,60510,10.0.0.13,5001,1,14.0-15.0,1311240,10489920,0.000,0,892,0.000,0
20260531214600,192.168.70.135,60510,10.0.0.13,5001,1,15.0-16.0,1311240,10489920,0.000,0,892,0.000,0
20260531214601,192.168.70.135,60510,10.0.0.13,5001,1,16.0-17.0,1309770,10478160,0.000,0,891,0.000,0
20260531214602,192.168.70.135,60510,10.0.0.13,5001,1,17.0-18.0,1311240,10489920,0.000,0,892,0.000,0
20260531214603,192.168.70.135,60510,10.0.0.13,5001,1,18.0-19.0,1311240,10489920,0.000,0,892,0.000,0
20260531214604,192.168.70.135,60510,10.0.0.13,5001,1,19.0-20.0,1309770,10478160,0.000,0,891,0.000,0
20260531214605,192.168.70.135,60510,10.0.0.13,5001,1,20.0-21.0,1311240,10489920,0.000,0,892,0.000,0
20260531214606,192.168.70.135,60510,10.0.0.13,5001,1,21.0-22.0,1311240,10489920,0.000,0,892,0.000,0
